gvkey,entity_pname,has_funda_data,conm,sic,naics,spcindcd,spcseccd,fic
220933,Indigo Infra S.A.S.,False,,,,,,
221130,Copenhagen Airports A/S,False,,,,,,
221170,Workspace Group PLC,False,,,,,,
221192,Matsumotokiyoshi Co. Ltd.,False,,,,,,
221225,Companhia de Seguros Fidelidade - Mundial S.A.,False,,,,,,
221225,Mundial Confianca Cia de Seguros S.A.,False,,,,,,
221244,Adidas AG,False,ADIDAS AG,3021,316210,475,976,DEU
221486,Elekta AB (publ),False,ELEKTA AB,3845,334510,300,905,SWE
221497,Alfa S.A.B. de C.V.,False,,,,,,
221523,Molibdenos y Metales S.A.,False,,,,,,
221574,Capital Shopping Centres PLC,False,,,,,,
221577,Corporacion Interamericana de Entretenimiento S.A.B. de C.V.,False,,,,,,
221614,Deutsche Bahn AG,False,,,,,,
221618,Kongsberg Automotive ASA,False,,,,,,
221662,"Marfin Egnatia Bank, S.A.",False,,,,,,
221666,Southern Telecommunications Co. (OJSC),False,,,,,,
221685,North-West Telecom (JSC),False,,,,,,
221754,Sanyo Shinpan Finance Co. Ltd.,False,,,,,,
221838,National Development Bank PLC,False,,,,,,
221858,Reckitt Benckiser Group PLC,False,RECKITT BENCKISER GROUP PLC,2840,3256,320,978,GBR
221884,Gecina,False,GECINA SA,6798,531120,305,976,FRA
222003,SMBC Consumer Finance Co. Ltd.,False,,,,,,
222033,Bankas Snoras,False,,,,,,
222046,Ahlstrom Holding 3 Oy,False,,,,,,
222055,Pabrik Kertas Tjiwi Kimia Tbk (P.T),False,,,,,,
222066,PT Hanjaya Mandala Sampoerna Tbk.,False,,,,,,
222093,Mitsubishi Corp. Finance PLC,False,,,,,,
222169,Empresas Copec S.A.,False,,,,,,
222174,AB Ukio Bankas,False,,,,,,
222186,"ACS, Actividades de Construccion y Servicios SA",False,ACS ACTIVIDADES DE CONSTRUCC,1600,237,240,925,ESP
222199,ENCE Energia y Celulosa S.A.,False,,,,,,
222202,Tabcorp Holdings Ltd.,False,,,,,,
222203,Caisse Nationale des Autoroutes,False,,,,,,
222206,La Doria S.p.A.,False,,,,,,
222214,PTT Aromatics and Refining Public Co. Ltd.,False,,,,,,
222235,Ervia,False,,,,,,
222284,Covivio,False,,,,,,
222290,EBN B.V.,False,,,,,,
222301,Crown Resorts Ltd.,False,,,,,,
222302,Intermediate Capital Group PLC,False,,,,,,
222305,DCC plc,False,,,,,,
222309,Astra International Tbk. PT,False,ASTRA INTERNATIONAL TBK (PT),9997,999977,130,976,IDN
222313,Reed-Elsevier Group,False,,,,,,
222333,Vattenfall AB,False,,,,,,
222376,West Japan Railway Co.,False,WEST JAPAN RAILWAY CO,4100,485112,620,600,JPN
222379,Kering S.A.,False,KERING SA,3100,316,430,976,FRA
222395,DNO ASA,False,,,,,,
222398,Aeon Co. Ltd.,False,AEON CO LTD,5399,452311,445,976,JPN
222504,Castellum AB,False,CASTELLUM AB,6512,531120,305,976,SWE
222505,SAAB AB,False,SAAB AB (PUBL),3720,3364,110,925,SWE
222582,Universal Entertainment Corp.,False,,,,,,
222601,A2A SpA,False,,,,,,
222761,Auckland International Airport Ltd.,False,AUCKLAND INTL AIRPORT LTD,4581,48811,620,600,NZL
222764,United Energy Distribution Pty Ltd.,False,,,,,,
222765,Mizrahi Tefahot Bank Ltd.,False,,,,,,
223003,CSL Ltd.,False,CSL LTD,2836,325414,280,905,AUS
223060,Jain Irrigation Systems Ltd.,False,,,,,,
223062,Kotak Mahindra Bank,False,,,,,,
223089,Hornbach Baumarkt AG,False,,,,,,
223096,Computershare Ltd.,False,COMPUTERSHARE LTD CPU,6211,523150,185,940,AUS
223107,Shin Kong Life Insurance Co. Ltd.,False,,,,,,
223142,S-Oil Corp.,False,S-OIL CORP,2911,324110,390,935,KOR
223147,Ellaktor S.A.,False,,,,,,
223150,SoftBank Corp.,False,,,,,,
223174,Groupama Insurance Co. Ltd.,False,,,,,,
223370,Banque Rhone Alpes S.A.,False,,,,,,
223393,Impact Developer & Contractor SA,False,,,,,,
223492,Assa Abloy AB,False,ASSA ABLOY AB,3442,332321,270,976,SWE
223500,Permanent TSB Group Holdings PLC,False,,,,,,
223502,MS Amlin PLC,False,,,,,,
223521,CAPEX S.A.,False,,,,,,
223528,Japan Tobacco Inc.,False,JAPAN TOBACCO INC,2111,312230,470,978,JPN
223581,PT Davomas Abadi Tbk.,False,,,,,,
223584,PT Fajar Surya Wisesa Tbk.,False,,,,,,
223593,Mulialand (P.T.),False,,,,,,
224159,Barry Callebaut AG,False,BARRY CALLEBAUT AG,2060,311351,250,978,CHE
224431,Blom Bank sal,False,,,,,,
224582,Arab Tunisian Bank,False,,,,,,
224586,BH Bank,False,,,,,,
224597,Banque Nationale Agricole,False,,,,,,
224893,Israel Phoenix Assurance Co. Ltd.,False,,,,,,
224977,Orange Polska S.A.,False,,,,,,
225078,Baader Wertpapierhandelsbank AG,False,,,,,,
225081,Banco BPM,False,,,,,,
225081,Banco Popolare Societa Cooperativa SCRL,False,,,,,,
225081,Banco Popolare di Verona e Novara SCRL,False,,,,,,
225081,Banca Popolare di Verona - Banco San Geminiano e S. Prospero SpA,False,,,,,,
225095,Singtel Optus Pty Ltd.,False,,,,,,
225244,CNP Assurances,False,,,,,,
225597,Fortum Oyj,False,FORTUM OYJ,4911,2211,380,935,FIN
225817,Mohandes Insurance Co.,False,,,,,,
225957,WestArt Trust,False,,,,,,
226136,ASX Ltd.,False,ASX LTD,6200,523210,822,800,AUS
226180,Australian Gas Networks Ltd.,False,,,,,,
226625,Societe Tunisienne d'Ass. & de Reass.,False,,,,,,
226659,Oracle Corp. Japan,False,,,,,,
226916,BWP Trust,False,,,,,,
227218,Befimmo S.A.,False,,,,,,
227516,Caisse Regionale de Credit Agricole Mutuel Paris Ile-de-France,False,,,,,,
227537,Eurobank Holdings,False,EUROBANK ERGASIAS SERVICES A,6020,522110,810,800,GRC
227616,Hiscox Ltd.,False,HISCOX LTD,6331,524126,835,800,BMU
227916,Contact Energy Ltd.,False,,,,,,
227998,Dexus Office Trust Australia,False,,,,,,
228336,Zurich Group Holding,False,,,,,,
228477,Ferrovial SE,False,,,,,,
228856,Mirvac Group,False,,,,,,
228918,Geberit AG,False,GEBERIT AG,3430,332913,155,976,CHE
229157,Taipei Fubon Commercial Bank Co. Ltd.,False,,,,,,
229977,Rodamco North America N.V.,False,,,,,,
230336,HIH Insurance Ltd.,False,,,,,,
231038,Hutchison Telecommunications (Australia) Ltd.,False,,,,,,
231081,GfK SE,False,,,,,,
231087,Powerchip Semiconductor Corp.,False,,,,,,
231137,Taiwan Business Bank,False,,,,,,
231397,Lonza Group AG,False,LONZA GROUP AG,2800,325,285,905,CHE
231496,Wuestenrot & Wuerttembergische AG,False,,,,,,
231657,Taiwan Cooperative Bank Ltd.,False,,,,,,
231657,Taiwan Cooperative Financial Holding Co. Ltd.,False,,,,,,
231719,Petra Diamonds Ltd.,False,,,,,,
231809,Unite Group PLC,False,,,,,,
232085,DiGi. Com Berhad,False,,,,,,
232106,H. Lundbeck A/S,False,H LUNDBECK A/S,2834,325412,285,905,DNK
232256,Tiscali SpA,False,,,,,,
232530,Banco Voiter S.A.,False,,,,,,
232532,Neoenergia S.A.,False,NEOENERGIA SA,4911,2211,,,BRA
232564,Colombia,False,,,,,,
232630,"NOS, SGPS S.A.",False,NOS SGPS SA,4841,515210,150,978,PRT
232646,Orsted A/S,False,ORSTED A/S,4991,2211,,,DNK
232719,Bank of England,False,,,,,,
232898,Carmila S.A.S.,False,,,,,,
233102,Plaut AG,False,,,,,,
233257,Acea SpA,False,,,,,,
233273,Sanitec Oyj,False,,,,,,
233273,Sanitec International S.A.,False,,,,,,
233320,Poste Italiane Group,False,,,,,,
233329,Development Bank of Japan Inc.,False,,,,,,
233332,Japan Finance Corp.,False,,,,,,
233332,Japan Bank for International Cooperation (Old),False,,,,,,
233341,MegaFon PJSC,False,MEGAFON PJSC,4812,517312,,,RUS
233422,Poland,False,,,,,,
233435,S.C. Hidroelectrica S.A.,False,,,,,,
233488,Korea Land and Housing Corp.,False,,,,,,
233488,Korea National Housing Corp.,False,,,,,,
233654,NEMI Forsikring ASA,False,,,,,,
234087,Elisa Oyj,False,,,,,,
234104,Kaufman & Broad S.A.,False,,,,,,
234117,"Redeia Corporacion, S.A.",False,REDEIA CORPORACION S A,4911,2211,705,700,ESP
234181,Fastighets AB Balder,False,,,,,,
234376,KT&G Corp.,False,KT&G CORP,2111,312230,470,978,KOR
234876,Boral Ltd.,False,BORAL LTD,3270,327320,202,970,AUS
234876,Boral Ltd. (Old),False,BORAL LTD,3270,327320,202,970,AUS
235320,Techem GmbH,False,,,,,,
235520,Fubon Commercial Bank,False,,,,,,
235636,Elior Group S.A.,False,,,,,,
235653,TOM Group Ltd.,False,,,,,,
235656,Coface S.A.,False,,,,,,
235820,HCL Technologies Ltd.,False,,,,,,
236236,Westpac New Zealand Ltd.,False,,,,,,
236259,Rakuten Group Inc.,False,RAKUTEN GROUP INC,5961,454110,447,976,JPN
236556,Industrial Bank of Korea,False,INDUSTRIAL BANK OF KOREA,6020,522110,,,KOR
237159,Enitel ASA,False,,,,,,
237419,Givaudan SA,False,GIVAUDAN SA,2080,311942,292,905,CHE
237807,Taiwan Fire & Marine Insurance Co. Ltd.,False,,,,,,
237808,Taiwan Life Insurance Co. Ltd.,False,,,,,,
237996,Shanghai Industrial Urban Development Group Ltd.,False,,,,,,
238456,Grenke AG,False,,,,,,
238484,Logwin AG,False,,,,,,
238523,Global Telecom Holdings S.A.E.,False,GLOBAL TELECOM HOLDING SAE,4812,517312,,,EGY
238718,Caisse Regionale de Credit Agricole Mutuel Sud Rhone-Alpes,False,,,,,,
238919,Vanguard International Semiconductor Corp.,False,,,,,,
238936,Star Cruises Ltd.,False,,,,,,
239056,SMRT Corp. Ltd.,False,,,,,,
239116,Insurance Australia Group Ltd.,False,INSURANCE AUSTRALIA GROUP,6331,524126,835,800,AUS
239398,China Taiping Insurance Holdings Co. Ltd.,False,,,,,,
239496,Lawson Inc.,False,,,,,,
239585,Central Telecommunications Co. (OJSC),False,,,,,,
239603,Intralot S.A.,False,,,,,,
239856,Korea Gas Corp.,False,,,,,,
240640,Nanya Technology Corp.,False,,,,,,
240736,Idemia France SAS,False,,,,,,
240879,Georgica PLC,False,,,,,,
240936,Investa Office Fund,False,,,,,,
240943,Lattice Group Ltd.,False,,,,,,
241000,Leica Geosystems Holdings AG,False,,,,,,
241078,Banque Marocaine pour le Commerce et l'Industrie,False,,,,,,
241161,Siemens Gamesa Renewable Energy S.A.,False,SIEMENS GAMESA RENB ENRG SA,3510,333611,705,700,ESP
241326,Melrose Resources PLC,False,,,,,,
241359,Alinta 2000 Ltd.,False,,,,,,
241359,Alinta Ltd.,False,,,,,,
241456,Deutsche Post AG,False,DEUTSCHE POST AG,4210,492110,605,600,DEU
241537,CapitaLand Ltd.,False,,,,,,
241561,easyJet PLC,False,EASYJET PLC,4512,481111,605,600,GBR
241576,Itiviti Group AB,False,,,,,,
241794,Credit Foncier et Communal d'Alsace et de Lorraine-Banque,False,,,,,,
242144,Glenmark Pharmaceuticals Ltd.,False,,,,,,
242215,Shinkin Central Bank,False,,,,,,
242384,Companhia Forca e Luz Cataguazes-Leopoldina,False,,,,,,
242582,Auswide Bank Ltd.,False,,,,,,
242606,3D-Gold Jewellery Holdings Ltd.,False,,,,,,
242641,euNetworks Holdings Ltd,False,,,,,,
242777,Rain CII Carbon (Vizag) Ltd.,False,,,,,,
242837,AXA Versicherung AG,False,,,,,,
242865,PT Bank Central Asia Tbk,False,BANK CENTRAL ASIA TBK (PT),6020,522110,810,800,IDN
243058,Agricultural Bank of Greece S.A.,False,,,,,,
243090,Compass Group PLC,False,COMPASS GROUP PLC,5812,722310,420,978,GBR
243143,Frigoglass SAIC,False,,,,,,
243175,Glitnir Bank,False,,,,,,
243224,Sjova-Almennar Trygg.,False,,,,,,
243241,LG Uplus Corp.,False,,,,,,
243344,Guaranty Trust Holding Co. PLC,False,,,,,,
243355,New Jubilee Ins. Co. Ltd.,False,,,,,,
243394,United Bank for Africa PLC,False,,,,,,
243420,Banka Koper d.d.,False,,,,,,
243476,First Insurance Co. Ltd. (The),False,,,,,,
243489,Union Bank of Taiwan,False,,,,,,
243503,Ta Chong Bank Ltd.,False,,,,,,
243529,Shinkong Insurance Co. Ltd.,False,,,,,,
243529,Shin Kong Fire and Marine Insurance Co. Ltd.,False,,,,,,
243530,Central Reinsurance Corp.,False,,,,,,
243533,Ratch Group Public Co. Ltd.,False,,,,,,
243566,KGI Bank,False,,,,,,
243580,Everlight Electronics Co. Ltd.,False,,,,,,
243644,KGI Securities Co. Ltd.,False,,,,,,
243657,Asia Aluminum Holdings Ltd.,False,,,,,,
243774,Deutsche Boerse AG,False,DEUTSCHE BOERSE AG,6200,523210,822,800,DEU
243787,Orange PLC,False,,,,,,
243829,Shanghai Pudong Development Bank Co. Ltd.,False,,,,,,
243925,Ecclesiastical Insurance Office PLC,False,,,,,,
244341,IREN SpA,False,,,,,,
244343,Al-Ahleia Insurance Co. S.A.K.,False,,,,,,
244347,Banco do Nordeste do Brasil S.A.,False,,,,,,
244349,Burgan Bank,False,,,,,,
244356,Goodman Property Trust,False,,,,,,
244357,Commercial Bank of Kuwait,False,,,,,,
244381,Kuwait Projects Co. (Holding) K.S.C.,False,,,,,,
244385,Kuwait Insurance Co. S.A.K.,False,,,,,,
244397,National Bank of Kuwait S.A.K.,False,,,,,,
244423,Powerco Ltd.,False,,,,,,
244756,Deutsche Arzteversicherung AG,False,,,,,,
245036,LG Chem Ltd.,False,,,,,,
245097,Frontier Drilling ASA,False,,,,,,
245197,Rumo S.A.,False,RUMO SA,4011,482111,,,BRA
245200,Banco do Estado do Rio Grande do Sul S.A.,False,,,,,,
245202,Chaoda Modern Agriculture (Holdings) Ltd.,False,CHAODA MODERN AGRICULTURE,0100,111,,,CYM
245285,Deutsche Wohnen SE,False,DEUTSCHE WOHNEN SE,6500,531,,,DEU
245343,Centrais Eletricas Matogrossenses S.A.,False,,,,,,
245345,Companhia Energetica de Pernambuco (CELPE),False,,,,,,
245382,Deoleo S.A.,False,,,,,,
245436,Banco de Sabadell S.A.,False,,,,,,
245628,Nordex SE,False,NORDEX SE,3510,333611,,,DEU
245669,SinoPac Securities Corp.,False,,,,,,
245672,OPAP S.A.,False,,,,,,
245722,Marfin Investment Group Holdings S.A.,False,,,,,,
246014,Goodman Group,False,,,,,,
246198,BankMuscat S.A.O.G.,False,,,,,,
246203,National Bank of Oman S.A.O.G.,False,,,,,,
246208,Oman International Bank S.A.O.G.,False,,,,,,
246216,JCDecaux SE,False,,,,,,
246217,Nexans S.A.,False,,,,,,
246378,Cereol S.A.,False,,,,,,
246380,Provimi S.A.,False,,,,,,
246438,Coca Cola Embonor S.A.,False,,,,,,
246498,Euronext N.V.,False,EURONEXT NV,6200,523210,822,800,NLD
246520,Friends Life FPG Ltd.,False,,,,,,
246696,Altareit SCA,False,,,,,,
246704,Axactor ASA,False,,,,,,
246706,London Stock Exchange Group PLC,False,LONDON STOCK EXCH GROUP PLC,6200,523210,822,800,GBR
246741,Ramsay Generale de Sante,False,,,,,,
246778,Amplifon SpA,False,,,,,,
247265,Gulf Bank,False,,,,,,
247266,Gulf Insurance Group K.S.C.P.,False,,,,,,
247459,ERGO Versicherung AG,False,,,,,,
247490,Hopson Development Holdings Ltd.,False,,,,,,
247552,Santander Bank Polska S.A.,False,,,,,,
247705,Arca Continental Lindley S.A.,False,,,,,,
247907,Lai Fung Holdings Ltd.,False,,,,,,
247985,Posco International Corp.,False,,,,,,
248001,Rock Building Society Ltd. (The),False,,,,,,
248012,Ranhill Bhd.,False,,,,,,
248178,TAG Immobilien AG,False,,,,,,
248384,MMC Norilsk Nickel PJSC,False,PJSC MINING AND METALLURGICA,3330,331410,,,RUS
248420,Lundin Energy AB,False,ORRON ENERGY AB (PUBL),1311,2111,380,935,SWE
248438,Japan Real Estate Investment Corp.,False,,,,,,
248767,AWB Ltd.,False,,,,,,
248767,Australian Wheat Board,False,,,,,,
248776,Aurora Oil & Gas Ltd.,False,AURORA OIL & GAS LTD,1311,2111,,,AUS
248779,Cristal Mining Australia Ltd.,False,,,,,,
248858,Al Rajhi Bank,False,,,,,,
248860,arab national bank (anb),False,,,,,,
248868,Riyad Bank,False,,,,,,
248869,Samba Financial Group,False,,,,,,
248870,The Saudi British Bank,False,,,,,,
248875,Saudi Investment Bank (The),False,,,,,,
248963,Saudi Basic Industries Corp.,False,,,,,,
249018,Banque Saudi Fransi,False,,,,,,
249018,AL Bank AL Saudi AL Fransi,False,,,,,,
249023,Saudi Hollandi Bank,False,,,,,,
249085,Broadspectrum Pty Ltd.,False,,,,,,
249249,Banque de Tunisie et des Emirats,False,,,,,,
249298,Dentsu Inc.,False,DENTSU GROUP INC,7311,541810,456,976,JPN
249399,PTT Public Co. Ltd.,False,,,,,,
249457,Snam SpA,False,SNAM SPA,4923,221210,710,700,ITA
249479,Baoshan Iron & Steel Co. Ltd.,False,,,,,,
249482,China Minsheng Banking Corp. Ltd.,False,CHINA MINSHENG BANKING CORP,6020,522110,,,CHN
249512,Shizuoka Gas Co. Ltd.,False,,,,,,
249604,Nomura Research Institute Ltd.,False,NOMURA RESEARCH INSTITUTE,7370,541519,185,940,JPN
249638,Public Power Corp. S.A.,False,PUBLIC POWER CORPORATION SA,4911,2211,,,GRC
249718,Caisse Regionale de Credit Agricole Mutuel de Normandie-Seine,False,,,,,,
249738,Fubon Financial Holding Co. Ltd.,False,,,,,,
250339,Arcelor S.A.,False,,,,,,
250579,Japan Metropolitan Fund Investment Corp.,False,JAPAN METROPOLITAN FUND INVE,6798,531120,,,JPN
250739,DEPFA Bank PLC,False,,,,,,
250779,Xstrata Ltd.,False,,,,,,
250798,Autoroutes du Sud de la France S.A.,False,,,,,,
250801,HannStar Display Corp.,False,,,,,,
250818,Daido Life Insurance Co.,False,T&D HLDGS INC,6311,524113,,,JPN
250839,CITIC Resources Holdings Ltd.,False,,,,,,
251118,Bharti Airtel Ltd.,False,,,,,,
251138,Abu Dhabi Commercial Bank PJSC,False,,,,,,
251141,Ahli United Bank B.S.C.,False,,,,,,
251142,Al Ahlia Insurance Co. B.S.C.,False,,,,,,
251165,Arab Banking Corp. B.S.C.,False,,,,,,
251194,Bahrain Kuwait Insurance Co. BSC,False,,,,,,
251201,Bahrain Telecommunications Co.,False,,,,,,
251221,Qatar National Bank (Q.P.S.C.),False,,,,,,
251223,Qatar Islamic Bank Q.P.S.C.,False,,,,,,
251246,Dubai Islamic Bank,False,,,,,,
251247,National Bank of Dubai,False,,,,,,
251248,Emaar Properties PJSC,False,,,,,,
251250,Emirates Bank International PJSC,False,,,,,,
251303,LG Electronics Inc.,False,,,,,,
251352,Shanghai Construction Group Co. Ltd.,False,,,,,,
251400,South Staffordshire PLC,False,,,,,,
251719,Punch Taverns Ltd.,False,,,,,,
251720,ENN Energy Holdings Ltd.,False,ENN ENERGY HOLDINGS LTD,4932,221210,,,CYM
251864,Intrum AB (publ),False,INTRUM AB (PUBL),7320,561440,,,SWE
251865,ORIX JREIT Inc.,False,,,,,,
251879,Shinhan Card Co. Ltd.,False,,,,,,
251921,Alfa Laval AB,False,ALFA LAVAL AB PUBL,3569,333999,345,925,SWE
252005,Japan Prime Realty Investment Corp.,False,,,,,,
252018,Astaldi SpA,False,,,,,,
252119,Nippon Building Fund Inc.,False,,,,,,
252218,SRE Group Ltd.,False,,,,,,
252238,Banco De Oro Unibank Inc.,False,BDO UNIBANK INC,6020,522110,,,PHL
252268,Sydney Airport Holdings Ltd.,False,,,,,,
252278,Axis Bank Ltd.,False,AXIS BANK LTD,6020,522110,,,IND
252283,Towngas Smart Energy Co. Ltd.,False,,,,,,
252290,BlueScope Steel Ltd.,False,BLUESCOPE STEEL LTD,3310,3311,,,AUS
252295,Far EasTone Telecommunications Co. Ltd.,False,FAR EASTONE TELECOMMUNICTN,4812,517312,,,TWN
252380,Coastal Greenland Ltd.,False,,,,,,
252384,Intertek Group PLC,False,INTERTEK GROUP PLC,8700,541380,,,GBR
252420,Ocean Grand Holdings Ltd.,False,,,,,,
252461,China Water Affairs Group Ltd.,False,,,,,,
252465,Enagas S.A.,False,ENAGAS SA,4922,486210,710,700,ESP
252586,Beijing Energy International Holding Co. Ltd.,False,,,,,,
252644,Korea Exchange Bank Credit Service Co. Ltd.,False,,,,,,
252658,Aeon Mall Co. Ltd.,False,,,,,,
253408,Tiger Resources Limited,False,TIGER RESOURCES LTD,1000,212,,,AUS
253541,Home Building Society Ltd.,False,,,,,,
253738,JFE Holdings Inc.,False,,,,,,
254023,China Merchants Bank Co. Ltd.,False,,,,,,
254058,Caisse Regionale de Credit Agricole Mutuel Nord de France,False,,,,,,
254247,Quanta Display Inc.,False,,,,,,
254518,ASM Brescia SpA,False,,,,,,
254519,Conwert Immobilien Invest SE,False,,,,,,
254578,Beazley PLC,False,,,,,,
254639,Bakkavor Group ehf,False,,,,,,
254641,China Oilfield Services Ltd.,False,,,,,,
254642,Commercial Bank (P.S.Q.C.) (The),False,,,,,,
254661,Tatra Banka,False,,,,,,
254665,Worley Ltd.,False,WORLEY LTD,1382,213112,,,AUS
254778,Atrium European Real Estate Ltd.,False,,,,,,
254849,Transneft PJSC,False,,,,,,
254858,Compania de Transporte de Energia Electrica en Alta Tension TRANSENER S.A.,False,,,,,,
255118,CapitaLand Integrated Commercial Trust,False,,,,,,
255244,Naver Corp.,False,,,,,,
255701,Canara Bank,False,,,,,,
255702,Punjab National Bank,False,,,,,,
255820,Sojitz Corp.,False,,,,,,
255858,Taiyo Life Insurance Co.,False,,,,,,
255972,Hua Han Health Industry Holdings Ltd.,False,,,,,,
256050,OJSC RBC Information Systems,False,,,,,,
256099,PT Apexindo Pratama Duta Tbk.,False,,,,,,
256358,Suncorp Insurance Services Ltd.,False,,,,,,
256841,Northumbrian Water Group Ltd.,False,,,,,,
256941,Singapore Post Ltd.,False,,,,,,
256945,Petropavlovsk PLC,False,PETROPAVLOVSK PLC,1040,212221,,,GBR
257078,Caisse Regionale de Credit Agricole Mutuel Alpes Provence,False,,,,,,
257120,Citic Securities Co. Ltd.,False,,,,,,
257130,Caisse Regionale de Credit Agricole Mutuel d'Aquitaine,False,,,,,,
257156,Union Bank of India,False,,,,,,
257282,Darty PLC,False,,,,,,
257310,Forte PLC,False,,,,,,
257360,UniCredit Bank Austria AG,False,,,,,,
257399,Beijing Capital Land Ltd.,False,,,,,,
257411,hibu PLC,False,,,,,,
257421,Bank Mandiri (Persero) PT,False,BANK MANDIRI (PERSERO) TBK,6020,522110,,,IDN
257664,Renesas Electronics Corp.,False,RENESAS ELECTRONICS CORP,3674,334413,,,JPN
257860,Incitec Pivot Ltd.,False,INCITEC PIVOT LTD,2890,325920,,,AUS
258080,Uralkali PJSC,False,,,,,,
258259,Tokyu REIT Inc.,False,,,,,,
258400,Tokyo Century Corp.,False,,,,,,
258459,Hazama Corp.,False,,,,,,
258518,Ymobile Corp.,False,,,,,,
258644,Qatar Insurance Co. Q.S.P.C.,False,,,,,,
258667,Doha Insurance Group Q.P.S.C.,False,,,,,,
258694,Indian Overseas Bank,False,,,,,,
258696,Industries Qatar QSC,False,,,,,,
258702,Sri Lanka Telecom PLC,False,,,,,,
258703,Investec Bank Ltd.,False,,,,,,
258732,Nedbank Ltd.,False,,,,,,
258778,Warba Insurance and Reinsurance Co. K.S.C.P.,False,,,,,,
259199,China Resources Power Holdings Co. Ltd.,False,,,,,,
259298,Nomura Real Estate Office Fund Inc.,False,,,,,,
259440,Virgin Australia Holdings Ltd.,False,,,,,,
259543,Zijin Mining Group Co. Ltd.,False,ZIJIN MINING GROUP CO LTD,1040,212221,,,CHN
259598,Formosa Petrochemical Corp.,False,,,,,,
259625,Northern Star Resources Ltd.,False,NTHN STAR RES LTD,1040,212220,,,AUS
259738,Corporation VSMPO-AVISMA PSC,False,,,,,,
259797,Countrywide Home Loans Inc.,False,,,,,,
259799,Compass Aerospace Corp.,False,,,,,,
259815,Southern Co. Gas Capital Corp.,False,,,,,,
259831,Beijing New Building Materials Public Ltd. Co.,False,,,,,,
259840,American United Life Insurance Co.,False,,,,,,
259844,AmeriGas Finance Corp.,False,,,,,,
259849,AMI Semiconductor Inc.,False,,,,,,
259872,Argentina,False,,,,,,
259896,Zoomlion Heavy Industry Science and Technology Co. Ltd.,False,ZOOMLION HEAVY IND SCIENCE,3531,333120,,,CHN
259907,Central Bank of Tunisia,False,,,,,,
259912,Bayan Telecommunications Inc.,False,,,,,,
259914,BBVA Global Finance Ltd.,False,,,,,,
259924,Better Minerals & Aggregates Co.,False,,,,,,
259930,BP Capital Markets PLC,False,,,,,,
259932,Brazil,False,,,,,,
259935,British Telecommunications PLC,False,,,,,,
259936,British Transco Finance Inc.,False,,,,,,
259957,Canada Mortgage and Housing Corp.,False,,,,,,
260010,Hua Xia Bank Co. Ltd.,False,,,,,,
260022,Colonial Realty L.P.,False,,,,,,
260029,Inner Mongolia Yili Industrial Group Co. Ltd.,False,,,,,,
260048,J. Crew Operating Corp.,False,,,,,,
260052,CSK Auto Inc.,False,,,,,,
260054,CSR Finance Ltd.,False,,,,,,
260112,Entercom Radio LLC,False,,,,,,
260114,Enterprise Products Operating LLC,False,,,,,,
260115,EOP Operating  L.P.,False,,,,,,
260142,First Industrial L.P.,False,,,,,,
260148,"First Union National Bank of Florida, Jacksonville",False,,,,,,
260150,FirstBank Puerto Rico,False,,,,,,
260163,Shanghai Electric Power Co. Ltd.,False,,,,,,
260192,Sinochem International Corp.,False,,,,,,
260210,Caesars Entertainment Operating Co. Inc.,False,,,,,,
260267,Wanhua Chemical Group Co. Ltd.,False,,,,,,
260287,KfW International Finance Inc.,False,,,,,,
260293,Korea (the Republic of),False,,,,,,
260297,Enbridge Energy L.P.,False,,,,,,
260301,Eni USA Inc.,False,,,,,,
260302,LBI Media Inc.,False,,,,,,
260304,Lehman Brothers Inc.,False,,,,,,
260310,Lombardy (Region of ),False,,,,,,
260321,PT Perusahaan Gas Negara Tbk.,False,PERUSAHAAN GAS NEGARA TBK,4923,221210,,,IDN
260333,Mellon Funding Corp.,False,,,,,,
260334,Mendoza (Province of),False,,,,,,
260337,Merisant Co.,False,,,,,,
260355,Millennium America Inc.,False,,,,,,
260374,Hungary (National Bank of),False,,,,,,
260375,National Power Corp.,False,,,,,,
260434,O'Sullivan Industries Inc.,False,,,,,,
260441,Panama,False,,,,,,
260449,Park-Ohio Industries Inc.,False,,,,,,
260462,Peru,False,,,,,,
260465,Petroliam Nasional Bhd.,False,,,,,,
260468,Philippines,False,,,,,,
260523,Renaissance Media LLC,False,,,,,,
260554,Saskatchewan (Province of),False,,,,,,
260570,Sheffield Steel Corp.,False,,,,,,
260580,South Africa,False,,,,,,
260582,Southern Investments U.K. PLC,False,,,,,,
260594,Sprint Capital Corp.,False,,,,,,
260608,Camden Summit Partnership L.P.,False,,,,,,
260612,Sunoco Logistics Partners Operations L.P.,False,,,,,,
260616,SUSA Partnership L.P.,False,,,,,,
260617,Sweden,False,,,,,,
260618,Swedish Export Credit Corp.,False,SWEDISH EXPORT CREDIT CORP,6159,522298,,,SWE
260625,Tanger Properties L.P.,False,,,,,,
260649,Thailand,False,,,,,,
260654,Weichai Power Co. Ltd.,False,WEICHAI POWER CO LTD,3714,336310,,,CHN
260658,Ulker Biskuvi,False,,,,,,
260677,Turkiye,False,,,,,,
260687,Union Carbide Chemicals & Plastics Co.,False,,,,,,
260690,Union Planters Bank N.A.,False,,,,,,
260696,Mexico,False,,,,,,
260704,Uruguay,False,,,,,,
260720,Ventas Realty L.P.,False,,,,,,
260729,Iliad S.A.,False,,,,,,
